RP_AgeGrp,RP_Sex,RP_MarStat,RP_Educ,RP_EmpStat,RP_TotInc,SP_TotInc,HH_TotInc,ED002_C,HC001_C,RE001_C,TC001_C,TE001_C,
03,2,1,4,1,74900,125100,200000,50,75.16,1605.16,39695.32,96664.32,
04,1,1,3,1,25000,90375,126375,0,9195,1610,59602.11,90407.11,
06,1,2,1,3,19500,0,19500,0,365,90,8293,8293,
06,2,1,1,3,18000,25800,43800,0,1910.15,504,18084.32,20540.32,
06,1,1,4,3,25000,30050,55050,0,9216.42,16338,45231.26,51886.26,
02,2,3,3,1,57100,0,77025,5550,590,1080,83208.2,97248.2,
02,1,1,4,1,57500,39250,96750,1650,4730.84,2740,48388.93,69172.93,
04,1,1,2,3,23500,55000,78500,0,7507.78,850,53440.31,70023.31,
02,1,2,4,1,50050,0,50050,0,500,1060,24577.52,38602.52,
03,2,3,4,1,101400,0,143150,9250,5177,2808.52,58128.52,97360.72,
04,1,1,9,1,75975,4200,80175,0,3470,2633.34,36121.39,52201.03,
02,1,1,3,1,67500,27000,94500,0,2675,1240,40159.36,63800.36,
05,1,1,3,2,67500,0,67500,0,2529.43,9349.25,59858.23,70590.23,
04,2,1,2,1,52850,175675,236075,11550.9,0,2580,77087.58,167044.58,
05,1,1,3,2,69550,7325,76875,0,775,1176,35767,47487,
05,2,2,4,3,21400,0,21400,0,1703.43,768,26246.09,27346.09,
04,1,3,2,3,10500,0,10500,0,0,864,8220,8325,
03,1,1,1,1,9600,36750,46350,50,1148,2092.01,20304.32,25054.32,
05,2,1,4,2,88550,20550,109100,0,2882.39,1431.01,30116.27,38349.27,
05,1,1,4,3,60000,15875,75875,0,1000.01,5167,26701.82,37101.82,
06,2,3,1,3,54225,0,54225,0,5595,710,17576,34581,
04,1,2,1,2,15950,0,15950,0,280,1948,17753,18353,
04,2,3,2,1,82725,0,82725,0,0,804,47211,69810,
02,2,1,4,1,49100,26000,75100,150,250,2189.02,50866.02,60391.02,
02,2,1,3,2,30000,42200,72200,1850,400,0,37681,52418,
02,1,1,3,1,62550,14050,76600,1150,0,936,28643,41900,
05,2,1,3,3,10000,177400,187400,0,1115,4164,41227,91935,
03,2,2,2,2,56000,0,56000,4400,400,733,26168.02,38171.02,
06,1,3,4,3,23000,0,59475,0,5148,7277,51581,57723,
01,1,2,4,1,95325,0,95325,0,800.38,8851.2,35699.46,70993.46,
04,2,1,4,1,72500,37325,109825,0,3127,45120,70625,91163.36,
03,1,1,3,3,34000,72550,106550,0,8212.62,1800,54676.18,78832.18,
04,1,2,3,1,70725,0,70725,0,600,2108,13996,33569,
05,2,3,2,3,23700,0,23700,0,1804.2,3840,20405.2,21805.2,
01,2,1,4,3,6750,29750,36500,0,292,708,30872.24,33566.24,
03,2,2,4,2,95800,0,95800,0,1565,3200.8,46624.2,85322.4,
04,2,3,9,2,26000,0,26000,0,1190,320,15105.07,20084.07,
03,2,1,9,2,36750,90200,144750,10050,0,400,50418.04,83871.04,
06,2,1,2,3,19450,67500,126350,0,4083,2597.36,49593.43,66105.43,
06,2,3,2,3,60350,0,60350,0,460,778,15766.11,29621.11,
04,2,2,4,1,76650,0,76650,350,3792,1428,31459,58887,
04,1,1,1,2,1450,21750,23200,0,0,1372,7041,7820,
05,2,3,3,1,68500,0,68500,0,932,352,19227,36651,
06,1,3,1,3,25700,0,25700,0,140,1332,10677,12627,
02,2,1,2,2,37250,3100,40350,14700,513,1060,57475,61711,
06,1,1,3,3,34500,8500,43000,0,13160,1212,29583,32388,
01,2,2,4,1,67500,0,67500,3200,1478.03,1113,27263.03,49191.03,
05,2,1,1,3,18800,20750,39550,0,1785.11,696,15377.11,15377.11,
03,1,1,3,1,40000,58900,106950,0,2195,730,36001,57430,
03,2,1,2,1,50000,12650,83350,14800,5375,2113,65027,81983,
03,2,3,3,1,92750,0,92750,0,2821,2174,37714,71304,
01,2,1,3,3,18150,38250,56400,1550,1100,1148,62820.8,69953.8,
03,2,1,4,1,82350,76025,158375,7050,4661.68,4746.39,97775.31,149583.31,
02,2,1,3,1,115000,70850,185850,2450,1505,4068.42,128056.42,180141.42,
06,1,2,2,3,38500,0,38500,0,1800,744,35672,41772,
03,2,1,3,1,50050,25050,75100,0,1980,1884,26486,46874,
02,2,1,9,2,100500,138800,321800,350,2060.55,3372,104524.34,182537.34,
06,1,3,4,2,192500,0,192500,0,0,8876,57275.07,138775.07,
03,2,1,4,2,23500,6200,47700,2800,2410.08,534,46030.35,46811.35,
02,2,1,3,2,27800,44600,72400,2400,9759,5744.67,74956.07,89222.07,
03,2,1,1,1,25800,47125,73350,100,2600,5618,75965.52,89328.52,
05,1,1,1,3,61550,4950,66500,0,0,2884,42805.33,57255.33,
03,2,2,1,1,73000,0,73000,0,3087,7264.04,45620.04,74526.04,
06,1,3,1,3,19000,0,19000,0,320,612,7564,7619,
02,1,1,2,1,43575,13050,56625,0,1320.1,2848,47481.1,53793.1,
01,1,2,2,2,17675,0,27775,0,0,204,11498,13415,
06,2,3,1,3,15550,0,40300,0,1820,2198,51130,67738,
05,1,1,3,3,25000,39000,64000,0,4600,9362.6,37583.28,45178.28,
03,1,1,9,1,68700,33725,102425,0,226.34,4643.2,36444.54,65773.54,
06,2,3,3,3,36050,0,36050,0,135,708,27530,33375,
02,1,1,3,1,67400,85100,152500,0,881.48,2669,50242.12,96764.12,
03,1,1,4,3,110550,113400,223950,3200,8040,9707.2,100827.4,103077.4,
05,2,3,1,3,25500,0,25500,0,120,1236,9509,11409,
05,2,3,2,3,20000,0,20000,0,1194,432,12550,17430,
05,2,1,2,3,30750,25050,55800,0,2850,1108,31117,36058,
05,2,3,3,3,21450,0,21450,0,100,1452,12676.05,14051.05,
06,2,1,3,3,40500,40750,81250,50,5840,1020,36655,46700,
04,1,1,4,3,65000,59650,124650,0,5086,19800,89365,120513.86,
04,2,1,3,2,140000,22950,162950,0,16,3725.52,39678.01,84254.01,
05,1,1,4,3,30500,23000,87600,0,320,792,21184.96,28253.96,
03,2,3,3,1,57200,0,69550,4400,2900,1586,42604,54214,
06,1,2,4,3,18500,0,18500,0,30,500,22624,23074,
02,1,3,4,1,106400,0,106400,0,57,729.05,29040.28,60758.28,
03,1,1,9,1,93475,29200,138000,0,830,4839.77,53646.7,84788.29,
05,2,1,2,3,9500,18500,28000,0,600,120,11285,11970,
02,1,2,1,1,38475,0,38475,0,0,0,25629.01,31372.01,
06,1,1,4,3,37000,27000,64000,0,400,700,43987,54532,
01,2,2,3,1,24500,0,24500,225,1301.95,1435,18471.33,23449.33,
02,1,1,4,1,134625,137000,271625,0,710,500,96030.35,162419.35,
03,2,3,1,2,4150,0,4150,0,120,0,14690,14783,
02,2,1,2,2,33250,39000,72250,2050,2445,250,37422.8,44766.8,
05,2,3,2,3,160000,0,160000,6000,2360,8533.15,71156.97,136156.97,
04,2,3,4,1,57175,0,57175,0,2015,1720,47039,62558,
03,2,1,4,1,92500,6250,98750,150,3186.05,3750,54021.39,87403.39,
04,2,1,1,1,38600,1800,40400,0,720,1500,30961.28,37769.28,
01,2,2,2,1,23825,0,61100,0,715.3,120,17839.3,30923.3,
03,2,2,9,2,17300,0,17300,100,110,1616.89,10362.89,10462.89,
03,2,1,2,2,14500,37000,62750,0,2285.18,793,21683.16,31171.16,
03,2,2,1,3,30000,0,30000,0,0,1,17825,17825,
01,2,2,2,2,15150,0,15150,0,40,400,28476.06,29435.06,
03,1,2,2,3,19725,0,19725,0,1332,914,10407.63,13805.63,
03,1,3,3,2,39050,0,39050,0,45,0,20498.03,32174.03,
03,1,2,4,1,165725,0,165725,0,600,1300.02,49571.34,101570.34,
02,1,1,3,1,80000,4200,84200,0,2585,5012,55371,76707,
01,2,2,4,1,19400,0,19400,0,0,0,15212,16857,
03,1,3,4,1,9250,0,24250,11350,5900,8425,47935,49522,
06,2,3,3,3,35600,0,70350,0,1519,696,14960,19020,
03,2,1,2,1,73375,81450,180925,6750,2375,1326,30270.49,83238.49,
02,2,2,3,2,23500,0,23500,150,80,400,45466.6,46585.6,
03,2,3,3,2,32000,0,83050,0,3020,2808,32477,47174,
06,2,3,3,3,20000,0,20000,0,670,90,12936.04,15531.04,
04,2,2,3,2,56800,0,56800,0,1595,1812,16757,33344,
03,2,3,4,2,79700,0,79700,0,0,4050.05,52289.72,73014.72,
01,1,2,2,1,42325,0,67325,6100.45,2455,2003,54493.45,63544.45,
04,1,3,3,1,85450,0,118450,0,0,1044,27044,78478,
03,2,1,2,1,47550,113000,160550,0,305,1644,26933,81087,
03,2,2,9,2,105850,0,173350,0,8741.64,13060,109246.6,146163.6,
02,2,1,3,3,16800,10500,27300,0,400,1296,28021,28646,
04,1,1,3,1,80000,2700,82700,0,5533.89,2285,38899.89,61170.89,
03,1,2,1,3,8000,0,8000,0,0,0,5999,5999,
05,1,1,4,3,32500,29000,61500,0,5160,880,54346,59296,
03,2,3,3,1,115500,0,115500,8160,1835.84,2510.78,52204.8,77904.8,
03,1,1,4,1,57825,82975,153750,12050,6415,2944,100233,153660,
05,1,1,4,2,20000,45625,65625,0,2870.8,0,38883.84,52491.84,
06,1,1,2,3,20300,12000,32300,0,880,348,33291,35386,
01,1,2,3,2,25000,0,25000,0,180,1918,27019.27,30641.27,
01,2,2,3,2,13250,0,82400,22150,5475,3016,86612.36,118091.36,
06,2,3,3,3,39250,0,39250,0,300,408,18645.45,24340.45,
04,1,1,2,3,475,24250,24725,0,169,266,12863,13845,
04,2,1,2,2,64250,60750,125000,1350,300,3069,36076.16,53241.16,
06,2,1,1,3,26850,11750,38600,0,2405,504,14157.06,18192.06,
03,1,2,3,2,25050,0,25050,0,220,1411,20830,28350,
03,2,1,4,2,54000,34750,88750,600,1907,7239,79893,102869,
04,2,1,4,3,29000,2200,31200,0,240,912,25008.61,26043.61,
03,2,1,4,2,124825,95500,220325,1550,4230.15,4450,148299.95,213268.95,
05,1,1,2,3,49650,92000,141650,0,140.03,2240.48,27256.9,56517.9,
02,2,1,3,1,47600,75000,122600,1600.36,7260,1669.03,48760.39,80509.39,
03,1,3,3,1,32450,0,106550,0,5495,7776,80605.04,102182.04,
01,1,2,4,1,41400,0,41400,0,160,4593.01,37057.01,48310.01,
01,1,2,4,1,90000,0,90000,0,0,12200.39,45478.69,73577.69,
03,2,2,3,2,59100,0,62775,250,1235,1709,34201,43386,
02,2,1,3,1,55750,90050,145800,100,670,1282,46888.12,78639.12,
04,2,1,2,1,51750,67500,119250,0,264,2249,69417.56,98933.56,
02,2,2,1,3,31250,0,31250,52,1064,127.01,37348.07,37398.07,
04,1,2,1,3,12500,0,12500,0,0,1344,14982,15687,
02,1,1,2,1,67775,13800,81575,800,595.15,1010,47833.57,69374.57,
02,1,1,4,1,88450,7250,95700,0,235,718,36607.4,65294.4,
04,2,3,3,1,41800,0,41800,50,1645.05,2254,21772.05,31920.05,
02,1,1,4,1,65000,72500,137500,0,0,1744,39876.14,85119.14,
02,2,3,2,3,27000,0,30875,0,40,780,42357.17,42757.17,
03,1,1,2,1,58000,27250,85250,1550,7161.42,6901,70684.85,81284.85,
03,1,1,2,1,90125,36900,127025,0,1200.5,5675,50438.06,82335.06,
06,1,1,1,3,40050,38200,78250,900.23,2090,3951,26297.23,36147.23,
05,2,3,3,3,59150,0,59150,0,589,840,30299,45754,
03,2,3,2,2,38000,0,41700,100,2438.63,980,24903.01,28485.01,
06,2,1,3,2,19000,15000,34000,0,2221,12750.05,35434.59,37039.59,
01,1,1,1,1,48000,9000,57000,0,75.16,100,25465.17,35560.17,
06,1,3,1,3,36125,0,36125,0,1377.18,0,14445.18,20045.18,
01,1,2,2,2,14000,0,51150,400,1475,2574,29805.05,40477.05,
05,2,1,3,3,12150,63900,76050,0,5691,3329,29897,41444,
03,2,1,3,3,0,41000,41000,3850,4540.32,80348.2,325591.82,357241.82,
01,2,1,9,1,82600,32900,115500,0,110,2458,57733.63,77284.63,
06,1,1,1,3,18000,12000,30000,0,316,840,16107,16632.85,
05,2,2,3,3,46500,0,46500,0,4225,1548,59943,67313,
03,1,2,3,3,9250,0,9250,0,0,0,6861,6861,
02,2,1,2,2,28750,46000,74750,1100,3600,2928.95,42212.95,51880.95,
03,2,1,4,1,220725,131125,360425,4150,2345,22751,139843,256573,
03,2,3,3,1,49750,0,92750,405,1395,4577,46233,57318.14,
06,2,1,1,3,30300,47800,78100,0,5745,1238,20296,54246,
02,1,1,1,1,24000,31250,117750,0,3060,872,54313.48,75403.48,
02,1,1,3,2,36000,60450,96450,5650,2965,1680,66828.49,77633.49,
05,1,1,2,3,27350,34000,61350,0,9172,3404.24,32150.24,38221.24,
03,2,1,9,1,70000,70600,140600,0,3095,1278,46611.3,75714.3,
04,1,1,3,1,155000,47000,202000,0,1385,2817,39614.69,103099.69,
02,2,1,4,1,57750,50000,107750,400,2170,2270,87983.06,111272.06,
04,2,2,4,1,95000,0,154100,0,2562,1224,54912,93337,
03,1,1,4,1,110000,79925,189925,200,2927.52,1320.08,33234.05,88782.05,
03,2,3,9,1,102650,0,102650,4218,569.56,7341.39,62654.2,90158.2,
02,2,2,3,1,41625,0,41625,0,115,200,17685,26337,
01,1,1,3,1,190475,20600,211075,5150,6605,2680,91496.33,160282.33,
02,1,1,3,1,97500,17000,114500,650,2341,3064,63240,100524,
05,2,3,4,3,45500,0,45500,0,3667,1335,29100,39600,
03,2,1,3,1,45700,33800,82425,900,8105,800,37305,55884,
04,1,3,2,1,50050,0,50050,0,650,720,27318.4,40441.4,
02,2,1,2,3,0,4875,23875,0,1354,1075,19563,20276,
01,1,2,3,2,4950,0,76075,5650,1570,500,70256.6,99016.6,
03,1,2,9,1,139625,0,139625,0,2250,936,36405.37,78930.37,
05,2,3,1,1,28500,0,28500,0,240,820,13302,13977,
04,2,1,3,2,65050,132500,242050,0,3895,1644,37522,93183,
04,2,1,3,1,62500,173200,235700,0,2425,3238,138660.16,231688.16,
01,1,2,4,2,87000,0,87000,0,1750,1220,53678,61423.73,
04,1,3,3,1,52500,0,52500,0,4605,0,14537,27441,
05,2,1,4,3,76675,65250,144825,19600,8875,4082,88425,131282,
05,2,2,4,3,74000,0,74000,0,2130.1,372,28840.34,44450.34,
04,2,1,2,3,8350,23900,32250,0,5260,9264.09,35864.91,36447.91,
05,2,1,2,2,38000,137875,175875,0,600,1512,38205.14,71721.14,
03,1,1,4,1,50050,16000,103200,700,900,1776,31464.08,48236.08,
05,2,1,3,3,8250,56500,64750,0,1400,869,13981.12,25511.12,
02,2,1,4,1,27500,44050,71550,50,375,2660,28895.02,43381.02,
04,2,3,2,2,18250,0,18250,0,240.6,1632,7580.6,9480.6,
04,2,1,1,3,1800,42100,43900,0,4150,11282,34699,41936,
01,2,1,9,1,87800,106000,193800,2300,0,3265.22,84035.72,131812.72,
05,1,3,3,3,31050,0,57650,50,9804,3364,70011.49,73155.49,
05,1,3,1,3,26000,0,26000,0,7693,1578,31083,32590.43,
06,2,3,1,3,21000,0,21000,0,1700,144,15856,16705,
06,2,3,1,3,24950,0,24950,0,5211,0,17291,17391,
05,1,1,3,3,46975,45400,92375,0,1725,7351.6,51288.4,66483.4,
03,2,3,4,1,58850,0,64350,21000,2590,280,66259,84861,
02,1,1,2,1,60000,39000,99000,1900,4351,8119,62863,84249,
06,1,3,4,3,69850,0,69850,150,2533,1791,55794,75923,
04,1,3,2,1,38425,0,38425,0,2305,1260,21521,33467.39,
02,2,1,4,2,69300,100800,170100,750,1385,2625,47539.45,99315.45,
02,1,1,2,1,72500,82500,155000,0,1790,3893.6,84526.82,121141.82,
03,2,1,2,3,13925,0,13925,0,0,0,10276,10276,
02,2,1,3,1,32000,23150,55150,0,920,0,21425,32200,
03,1,1,4,2,140200,80750,220950,3650,5147.4,14640,87218.63,171547.63,
05,1,1,4,3,30100,11500,41600,0,3280,2820.09,23917.48,25603.48,
03,2,1,9,1,105000,46200,151200,50,1786.13,4390,53721.51,98768.51,
02,1,1,3,1,47500,29000,76500,0,112,11160,35768,55016,
06,1,1,1,3,49000,68400,117400,0,2750,792,13958,74858,
02,1,2,4,3,36750,0,38475,3600,360,1440,42788,47833,
05,1,1,4,2,17550,16500,34050,0,4775.58,1780,36439.31,38839.31,
03,2,1,4,1,72750,175125,247875,300,4394,780,80084,172584,
01,2,1,4,2,48000,18600,66600,700,230,8605.02,40710.02,50006.02,
03,2,1,4,1,75700,19150,98400,20300,2618,17017,74551,102937,
03,1,3,2,3,5000,0,11750,0,12,555,24987,25433,
02,2,1,4,2,44000,95200,139200,1900,3755,3317,94017,136745.09,
04,2,1,9,2,33700,220450,254150,0,1600,8891,85300.21,181481.21,
04,2,3,1,3,1750,0,1750,0,612,0,7141,7141,
03,1,2,1,2,39400,0,57900,400,18150.92,2660,49033.81,58849.81,
01,2,2,3,2,9725,0,9725,0,1320,150,20714.11,21394.11,
04,1,1,3,3,52625,28600,81225,0,2070,2036,23149,30279,
04,1,3,2,1,39350,0,39350,0,1895,8854,29288,59861,
01,1,1,4,1,23000,40000,66900,2000,1120,4501.59,106984.59,122271.59,
06,1,1,1,3,22300,15950,38250,0,1426,1152,14243,17396,
06,2,3,3,3,32500,0,50100,0,3615,804,17971,21426,
04,2,1,3,1,43000,136750,197300,4300,2756.34,864,46523.56,110201.56,
03,1,1,4,1,66150,76900,173900,4150,2076.26,9526.5,57673.19,103848.19,
01,2,2,4,2,22700,0,22700,0,2740,480,18649.02,22066.02,
06,2,3,1,3,29750,0,29750,0,670,2008.6,51235.03,57910.03,
05,2,1,1,3,12500,16000,28500,0,390,912,9482.08,9522.08,
04,1,1,1,2,57000,13500,70500,0,8696.3,13113,52556.03,65310.03,
03,2,1,3,1,75850,101800,177650,350,3330,3886.65,58692.2,109600.2,
04,1,2,2,1,39825,0,39825,0,1280,840,27500.11,36716.11,
01,2,1,4,1,48000,42950,90950,0,3351,2058,38060.2,61938.38,
03,2,3,4,1,110000,0,110000,0,2625,8003.2,93820.2,122503.18,
02,2,1,4,2,67125,41950,109075,23350,910,1023.4,91643.4,118870.4,
02,2,1,4,2,27050,49625,76675,50,190,2572,48786.48,63791.48,
03,1,2,9,1,114675,0,114675,0,740,2300.4,75842.33,109953.33,
05,2,2,4,3,21350,0,21350,0,4598,1716,19568.8,19882.8,
02,2,1,3,2,13100,8050,21150,0,1490,3010,35327,36579.65,
05,2,3,2,1,37500,0,37500,0,2560,0,24188,30318,
01,2,1,1,2,36750,12300,49050,0,885,840,24128,27318,
06,2,3,1,3,19000,0,19000,0,300.75,1344,7636.75,8711.75,
04,1,1,2,1,46150,62500,152525,0,3480,1458,47648,84811.86,
03,2,3,1,1,42000,0,42000,0,1987,920,32355,42784,
06,1,2,3,3,38250,0,58800,0,1200,1524,23496,31296,
05,1,3,3,3,42200,0,42200,0,580,696,10876,18226,
03,1,1,9,1,161200,43800,205000,2850,3601.2,4200,86539.96,156819.46,
03,2,3,3,1,51500,0,51500,1300,0,1220,48828,60738,
06,1,1,4,3,59000,46600,105600,0,11317.27,2315,41294.74,57699.74,
06,1,1,2,3,26800,16650,43450,0,2675,1832,16175,17780,
03,1,1,3,1,88125,21650,109775,600,2460,1613,38186,71324,
03,1,1,3,1,50950,36950,178750,18050,1234,845,76149.76,129092.76,
06,1,3,2,3,21000,0,21000,0,540,660,17446,17951,
04,2,1,4,3,14200,180600,244225,8150,2900,7422,109885.22,206379.22,
05,1,3,3,3,21000,0,21000,0,2240,360,8853,9153,
03,2,1,3,2,22000,52500,120800,0,2578,14148.19,52197.19,76491.19,
01,2,1,3,2,44000,30000,74000,0,0,8691.86,64741.58,78304.58,
02,2,2,3,1,31500,0,75725,11250,1550,1389,35013,46559,
06,2,3,1,3,34200,0,34200,0,1400,732,21867.28,25732.28,
01,2,2,2,2,17700,0,54150,30800,0,260,53530,61744,
03,1,1,4,1,33000,22000,55875,0,0,1800,24932,68059,
04,1,1,3,1,60000,77500,137500,200,1324,6741.12,29013.16,77021.16,
03,2,1,2,3,50100,70050,120150,0,1540,6744,44684,82978.47,
04,2,3,3,3,13000,0,13000,0,0,648,5270,5530,
06,2,3,2,3,32050,0,32050,0,1448,522,11963.02,20981.02,
03,1,1,4,2,89300,67500,156800,0,1920,1354,36447.72,88110.72,
06,2,3,3,3,105850,0,105850,0,1600,336,32514.42,86314.49,
02,2,2,9,1,85750,0,85750,0,65,1428,43753.92,65052.92,
04,1,1,4,1,113250,24000,137250,0,1845,1790,24844.37,79630.37,
02,2,2,3,2,35000,0,106000,0,4596,500,39813,65870,
03,2,1,4,1,105000,80000,214250,5150,2269,1382,88602,164530,
05,1,2,4,3,81000,0,81000,0,265,1000,33687.34,55587.34,
04,1,2,1,3,9000,0,9000,0,56,960,5307,5312,
01,2,1,2,1,12000,3100,15100,50,16,620,26799.06,27596.06,
03,2,1,3,1,67250,45700,113525,0,588.06,594,54304.92,78229.92,
01,1,2,2,3,4000,0,9900,33450,2100,3516,110027,110235,
05,2,3,4,2,159500,0,159500,0,1820,3500,29549.61,88549.61,
03,1,2,3,2,52800,0,52800,0,1605.71,350,22129.32,29670.32,
02,1,1,4,1,58100,58850,116950,0,6272,1466,48986.04,83317.43,
03,1,1,2,1,61600,46800,108400,0,1720,1184,37468,61646,
06,2,3,1,3,20250,0,20250,0,190.1,1044,8731.1,9476.1,
03,1,3,3,2,37000,0,44000,13050,2525.02,2690,53687.1,60391.1,
03,1,1,4,1,118375,58600,176975,2100,2800,7135,124182.18,175824.18,
04,2,3,1,1,25500,0,25500,0,0,0,11008,15992,
04,1,1,4,1,464500,91000,555500,0,4065.12,61944,187107.78,508062.78,
04,2,3,3,3,12500,0,12500,0,1100,1034,11525,12385,
05,1,1,4,3,46300,31900,78200,1050,7810.16,324,44227.24,55827.24,
06,2,3,1,3,27750,0,27750,0,3872.7,1468,20633.7,22643.7,
04,1,2,1,1,46225,0,46225,0,1044,1036,23648,37913,
03,1,1,4,2,0,24250,25050,500,750.2,1790,63288.51,64705.51,
01,1,2,3,2,46750,0,67425,0,1350.15,1964,72725.15,87396.15,
03,2,3,4,2,85000,0,85000,8500,1785,576,49085.47,75052.47,
06,1,2,4,3,39000,0,39000,150,880.95,4030,41161.65,56611.65,
02,1,1,3,1,58450,69900,128350,0,270,962.05,62642.85,92333.85,
02,1,1,4,1,105000,76400,181400,0,1480,1920.4,72286.4,120310.4,
03,1,1,3,1,15000,16300,117475,0,1200,400.52,48478.76,74648.76,
02,1,1,3,1,49025,37300,86325,0,500,926,54003,72874,
05,1,3,3,3,47300,0,47300,0,1118,7556,21845,30145,
01,1,1,3,1,62700,85000,147700,0,0,7412,45852,92940,
04,2,3,1,1,26400,0,26400,0,200,516,13474.48,16602.48,
03,2,1,3,3,0,135000,138100,14750,40,2190,80221.84,123357.84,
06,2,3,4,3,65000,0,65000,100,3715.2,2220,30711.76,35809.76,
04,1,1,3,1,75250,10500,85750,0,4021.68,2380,66539.74,83798.74,
04,1,1,3,1,56000,22200,78200,0,4790,1408,47735,58540,
03,2,1,2,1,47500,109500,157000,250,0,6540,72316.51,111964.51,
01,1,2,3,1,24050,0,41450,0,2265,1720,24218,29018,
06,1,3,1,3,24775,0,24775,0,300,200,10229,10429,
01,2,2,9,1,60500,0,64350,0,105,2104,32942.44,37524.44,
03,1,1,3,2,20200,19600,39800,850,100,294,22524,25744,
06,2,1,3,3,7000,64500,71500,0,3925,468,19449.36,27154.87,
05,2,1,4,3,75800,58000,133800,400,8205,21396,57478,88283,
06,2,1,3,3,11575,22775,34350,0,3780,1400,22658,23553,
04,1,1,2,1,19550,0,29450,0,1080,876,29320.72,31148.72,
01,2,1,9,1,60000,43000,103000,450,721.1,1904,51129.38,68980.38,
02,1,1,3,1,87500,50000,137500,0,805,3948,56123.6,98643.6,
01,2,1,2,2,19250,40700,59950,0,280,1932,34445,43676,
04,2,1,3,3,1050,34000,35050,250,2702,948,35749.4,37669.4,
04,2,1,2,2,39850,45000,87650,0,1168.06,2850,74111.86,94199.86,
01,2,2,3,2,32500,0,32500,50,1703,450,17344,23618,
02,2,1,3,1,28600,60000,91900,400,3095,2852,44691.2,63472.2,
04,1,1,4,2,120600,55850,176450,100,5697.77,11710,52897.06,109351.06,
03,1,3,2,3,30000,0,30000,1250,120,592,25193.47,25193.47,
04,2,1,2,3,2100,47550,49650,0,2915,660,17887,23687,
04,2,3,2,3,32575,0,32575,0,3121.57,0,43689.57,49597.57,
04,2,2,3,1,56175,0,56175,0,866.04,1434,18274.95,31328.95,
02,2,1,4,1,52000,82550,134550,2150,1470,750,55500.82,91142.82,
03,2,1,3,1,57725,37000,94725,0,3260,6848,89280,113341,
03,2,1,3,1,38975,95050,134025,100,3330,2214,76380,118784,
04,1,1,4,1,172725,121550,294275,0,1445.08,7980,73319.83,208752.83,
02,2,1,4,1,41300,83550,124850,200,995,18658,101583.65,135918.65,
01,2,2,1,3,2800,0,25800,2000,400,730.65,20677.78,20797.78,
05,1,3,4,3,9000,0,9000,0,618,372,17817,17817,
03,1,1,4,1,120050,16750,136800,4680,3095,3334,63111.96,108704.96,
03,1,1,3,1,84125,96500,197625,700,2000,7428.72,112795.15,174053.15,
04,1,1,2,1,46800,47150,93950,0,1935,60,34482.26,47705.26,
06,2,3,1,3,22100,0,22100,0,800,1872,15756,16221,
03,1,1,2,1,50650,11500,62150,1050,735,892.02,39357.62,49897.62,
02,2,1,4,1,92000,95000,187000,100,2175.2,1450.18,48044.96,102636.96,
05,2,3,2,3,19500,0,19500,0,310,984,9462.6,10662.6,
03,1,2,3,1,7025,0,23675,2600,460,400,40460,40844,
05,2,3,4,1,101750,0,101750,0,0,2489.3,18218.57,53464.57,
01,2,1,4,2,40600,53325,93925,3900,3287,2440,69210.2,77119.2,
04,2,2,1,1,45950,0,66950,0,400,1630,17327,32177,
05,2,1,3,2,55000,36050,91050,0,3300,2112,30053,43335,
02,1,1,9,1,231300,27150,285800,850,1260,32579.24,147514.82,241465.82,
05,1,1,3,3,102000,97500,199500,500,1400,1668.06,38136.46,88441.46,
05,2,1,4,3,37925,51650,89575,0,3220.5,5060,42984.5,62414.5,
05,1,1,3,3,22500,12000,34500,0,1235,876,10711,18170,
03,1,2,3,1,41775,0,41775,0,2245,118,18610,28166,
06,2,3,1,3,19000,0,28250,0,180,828,57448,58000.94,
01,1,1,3,2,21650,10500,32150,1850,1405,600,16780,17523,
05,1,1,2,3,50925,12500,63425,0,2750,1596,26516,45492,
06,2,2,2,3,43950,0,43950,0,2430,432,14823,22599,
01,2,2,4,2,12200,0,42450,8500,2489,2748,36541,37733,
01,1,1,2,1,70000,85000,155000,0,115,3200,46800,92296,
03,2,1,9,2,53300,85250,138550,1250,60,3425,48344.1,82946.1,
03,2,1,2,1,70000,125000,223450,5000,2640,2470,56812.48,128804.48,
04,1,1,9,3,0,57500,132950,0,175,1734,69628.07,89893.07,
04,1,2,3,1,30000,0,30000,0,120,1080,11302,16618,
03,1,1,1,1,29000,21000,50000,0,0,1876,22925,32098,
02,1,1,4,1,115050,21200,136250,150,4165,2100.78,89226.12,126984.12,
04,1,1,3,1,160550,23550,184100,6050,6210,4008.06,58382.06,128710.06,
03,1,1,4,1,105125,68850,173975,1000,4605.5,12751,76066.5,144739.5,
05,1,1,4,3,18500,36500,55000,150,478.83,210,18713.29,26561.29,
05,2,1,2,3,12000,122050,134050,0,830,636,20240,56739,
03,2,2,2,1,38750,0,78250,0,995,1356,20524,36938,
06,2,1,4,2,68600,13075,81675,100,4715,0,38195,54145,
06,2,3,2,3,34500,0,62000,0,1200,1188,25868,29680,
04,1,1,3,1,77500,92500,170000,0,4860,27514.5,78780.46,128784.46,
03,1,1,4,2,12000,24900,58050,1200,300,600,36270.2,45337.2,
02,2,1,3,3,4750,100000,104750,0,4460,3018,43577,70246,
06,1,3,1,3,19000,0,19000,0,1637.29,710,13127.29,13227.29,
